"","gene","accession_idsorted","SRTM_elevation","annotation","symbol"
"13918","AT3G54000",9855,-0.0073,"TIP41-like protein(AT3G54000)","AT3G54000"
"15893","AT4G13950",9518,-0.0073,"ralf-like 31(RALFL31)","RALFL31"
"18352","AT4G38940",9584,-0.0073,"Galactose oxidase/kelch repeat superfamily protein(AT4G38940)","AT4G38940"
"18739","AT5G03630",9855,-0.0073,"Pyridine nucleotide-disulfide oxidoreductase family protein(ATMDAR2)","ATMDAR2"
"20303","AT5G20635",9871,-0.0073,"guanine nucleotide-binding protein subunit gamma(AGG3)","AGG3"
"22295","AT5G49465",9588,-0.0073,"hypothetical protein(AT5G49465)","AT5G49465"
"3193","AT1G42990",9944,-0.0074,"basic region/leucine zipper motif 60(BZIP60)","BZIP60"
"3970","AT1G54490",9874,-0.0074,"exoribonuclease 4(XRN4)","XRN4"
"7541","AT2G21770",9944,-0.0074,"cellulose synthase A9(CESA9)","CESA9"
"7761","AT2G24290",9584,-0.0074,"ubiquitin-associated protein (DUF1068)(AT2G24290)","AT2G24290"
"8828","AT2G35780",9944,-0.0074,"serine carboxypeptidase-like 26(scpl26)","scpl26"
"10540","AT3G05850",9567,-0.0074,"MuDR family transposase(MUG7)","MUG7"
"12807","AT3G29630",9524,-0.0074,"UDP-Glycosyltransferase superfamily protein(AT3G29630)","AT3G29630"
"13395","AT3G48450",9584,-0.0074,"RPM1-interacting protein 4 (RIN4) family protein(AT3G48450)","AT3G48450"
"15883","AT4G13850",9845,-0.0074,"glycine-rich RNA-binding protein 2(GR-RBP2)","GR-RBP2"
"17192","AT4G27040",9550,-0.0074,"EAP30/Vps36 family protein(VPS22)","VPS22"
"18788","AT5G04180",9547,-0.0074,"alpha carbonic anhydrase 3(ACA3)","ACA3"
"21065","AT5G35555",9560,-0.0074,"hypothetical protein(AT5G35555)","AT5G35555"
"23175","AT5G59160",9586,-0.0074,"type one serine/threonine protein phosphatase 2(TOPP2)","TOPP2"
"11504","AT3G15530",9845,-0.0075,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT3G15530)","AT3G15530"
"16705","AT4G22040",9944,-0.0075,"hypothetical protein(AT4G22040)","AT4G22040"
"22030","AT5G46700",9844,-0.0075,"Tetraspanin family protein(TRN2)","TRN2"
"22116","AT5G47630",9547,-0.0075,"mitochondrial acyl carrier protein 3(mtACP3)","mtACP3"
"2498","AT1G28010",9588,-0.0076,"P-glycoprotein 14(ABCB14)","ABCB14"
"5160","AT1G69210",9880,-0.0076,"Uncharacterized protein family UPF0090(AT1G69210)","AT1G69210"
"10199","AT3G02450",9560,-0.0076,"cell division protein ftsH(AT3G02450)","AT3G02450"
"12257","AT3G23605",9880,-0.0076,"Ubiquitin-like superfamily protein(AT3G23605)","AT3G23605"
"15215","AT4G04150",9518,-0.0076,"hypothetical protein(AT4G04150)","AT4G04150"
"18880","AT5G05160",9944,-0.0076,"Leucine-rich repeat protein kinase family protein(RUL1)","RUL1"
"20779","AT5G26730",9880,-0.0076,"Fasciclin-like arabinogalactan family protein(AT5G26730)","AT5G26730"
"21541","AT5G41800",9560,-0.0076,"Transmembrane amino acid transporter family protein(AT5G41800)","AT5G41800"
"8665","AT2G34185",9526,-0.0077,"hypothetical protein(AT2G34185)","AT2G34185"
"10753","AT3G07890",9825,-0.0077,"Ypt/Rab-GAP domain of gyp1p superfamily protein(AT3G07890)","AT3G07890"
"1107","AT1G12200",9593,-0.0078,"Flavin-binding monooxygenase family protein(FMO)","FMO"
"3590","AT1G50300",9825,-0.0078,"TBP-associated factor 15(TAF15)","TAF15"
"8589","AT2G33340",9871,-0.0078,"MOS4-associated complex 3B(MAC3B)","MAC3B"
"14263","AT3G57550",9944,-0.0078,"guanylate kinase(AGK2)","AGK2"
"18891","AT5G05270",9550,-0.0078,"Chalcone-flavanone isomerase family protein(CHIL)","CHIL"
"8634","AT2G33800",9543,-0.0079,"Ribosomal protein S5 family protein(EMB3113)","EMB3113"
"11154","AT3G12360",9586,-0.0079,"Ankyrin repeat family protein(ITN1)","ITN1"
"11673","AT3G17350",9844,-0.0079,"wall-associated receptor kinase carboxy-terminal protein(AT3G17350)","AT3G17350"
"20463","AT5G23050",9598,-0.0079,"acyl-activating enzyme 17(AAE17)","AAE17"
"20762","AT5G26570",9568,-0.0079,"chloroplastidic phosphoglucan, water dikinase (ATGWD3)(PWD)","PWD"
"22900","AT5G56290",9560,-0.0079,"peroxin 5(PEX5)","PEX5"
"2886","AT1G32460",9905,-0.008,"hypothetical protein(AT1G32460)","AT1G32460"
"6255","AT1G80580",9524,-0.008,"Integrase-type DNA-binding superfamily protein(AT1G80580)","AT1G80580"
"6861","AT2G13370",9905,-0.008,"chromatin remodeling 5(CHR5)","CHR5"
"801","AT1G09160",9593,-0.0081,"Protein phosphatase 2C family protein(AT1G09160)","AT1G09160"
"4064","AT1G55540",9819,-0.0081,"Nuclear pore complex protein(LNO1)","LNO1"
"6911","AT2G14245",9568,-0.0081,"hypothetical protein(AT2G14245)","AT2G14245"
"8357","AT2G30890",8357,-0.0081,"Cytochrome b561/ferric reductase transmembrane protein family(AT2G30890)","AT2G30890"
"9360","AT2G41150",9825,-0.0081,"plant/protein(AT2G41150)","AT2G41150"
"1139","AT1G12500",9587,-0.0082,"Nucleotide-sugar transporter family protein(AT1G12500)","AT1G12500"
"3433","AT1G48470",9518,-0.0082,"glutamine synthetase 1;5(GLN1;5)","GLN1;5"
"6688","AT2G05940",9871,-0.0082,"Protein kinase superfamily protein(RIPK)","RIPK"
"19149","AT5G08000",9874,-0.0082,"glucan endo-1,3-beta-glucosidase-like protein 3(E13L3)","E13L3"
"1023","AT1G11350",9522,-0.0083,"S-domain-1 13(SD1-13)","SD1-13"
"7473","AT2G21020",9944,-0.0083,"miscRNA(AT2G21020)","AT2G21020"
"19302","AT5G09920",9567,-0.0083,"RNA polymerase II, Rpb4, core protein(NRPB4)","NRPB4"
"22444","AT5G51290",9880,-0.0083,"Diacylglycerol kinase family protein(ACD5)","ACD5"
"37","AT1G01370",9522,-0.0084,"Histone superfamily protein(HTR12)","HTR12"
"1219","AT1G13340",9871,-0.0084,"Regulator of Vps4 activity in the MVB pathway protein(AT1G13340)","AT1G13340"
"1424","AT1G15300",9874,-0.0084,"hypothetical protein(CYTOSLEEPER)","CYTOSLEEPER"
"3650","AT1G51055",9584,-0.0084,"FBD-like domain family protein(AT1G51055)","AT1G51055"
"14233","AT3G57220",9522,-0.0084,"Glycosyl transferase family 4 protein(AT3G57220)","AT3G57220"
"16788","AT4G22890",9568,-0.0084,"PGR5-LIKE A(PGR5-LIKE A)","PGR5-LIKE A"
"19427","AT5G11100",9518,-0.0084,"Calcium-dependent lipid-binding (CaLB domain) family protein(SYTD)","SYTD"
"19824","AT5G15700",9845,-0.0084,"DNA/RNA polymerases superfamily protein(AT5G15700)","AT5G15700"
"23447","AT5G62130",9587,-0.0084,"Per1-like family protein(AT5G62130)","AT5G62130"
"8006","AT2G26970",9832,-0.0085,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein(AT2G26970)","AT2G26970"
"13230","AT3G46730",9598,-0.0085,"NB-ARC domain-containing disease resistance protein(AT3G46730)","AT3G46730"
"18157","AT4G37022",9832,-0.0085,"hypothetical protein(AT4G37022)","AT4G37022"
"19527","AT5G12200",6970,-0.0085,"pyrimidine 2(PYD2)","PYD2"
"21176","AT5G37475",9601,-0.0085,"Translation initiation factor eIF3 subunit(AT5G37475)","AT5G37475"
"66","AT1G01680",9905,-0.0086,"plant U-box 54(PUB54)","PUB54"
"622","AT1G07310",9550,-0.0086,"Calcium-dependent lipid-binding (CaLB domain) family protein(AT1G07310)","AT1G07310"
"5232","AT1G69920",8357,-0.0086,"glutathione S-transferase TAU 12(GSTU12)","GSTU12"
"5456","AT1G72390",9601,-0.0086,"nuclear receptor coactivator(AT1G72390)","AT1G72390"
"6224","AT1G80240",9533,-0.0086,"choice-of-anchor C domain protein, putative (Protein of unknown function, DUF642)(DGR1)","DGR1"
"9306","AT2G40640",9518,-0.0086,"RING/U-box superfamily protein(AT2G40640)","AT2G40640"
"13178","AT3G46110",9518,-0.0086,"UPSTREAM OF FLC-like protein (DUF966)(AT3G46110)","AT3G46110"
"14394","AT3G59130",9855,-0.0086,"Cysteine/Histidine-rich C1 domain family protein(AT3G59130)","AT3G59130"
"17013","AT4G25230",8357,-0.0086,"RPM1 interacting protein 2(RIN2)","RIN2"
"22064","AT5G47090",9844,-0.0086,"coiled-coil protein(AT5G47090)","AT5G47090"
"15206","AT4G03940",9846,-0.0087,"transmembrane protein(AT4G03940)","AT4G03940"
"22310","AT5G49615",9944,-0.0087,"ncRNA(TAS3b)","TAS3b"
"3284","AT1G45140",9825,-0.0088,"hypothetical protein(AT1G45140)","AT1G45140"
"10751","AT3G07870",9601,-0.0088,"F-box and associated interaction domains-containing protein(AT3G07870)","AT3G07870"
"14736","AT3G62780",9905,-0.0088,"Calcium-dependent lipid-binding (CaLB domain) family protein(AT3G62780)","AT3G62780"
"16415","AT4G18760",9568,-0.0088,"receptor like protein 51(RLP51)","RLP51"
"21523","AT5G41660",9855,-0.0088,"transmembrane protein(AT5G41660)","AT5G41660"
"22073","AT5G47180",6970,-0.0088,"Plant VAMP (vesicle-associated membrane protein) family protein(AT5G47180)","AT5G47180"
"1577","AT1G16900",9567,-0.0089,"Alg9-like mannosyltransferase family(EBS3)","EBS3"
"6475","AT2G03020",9598,-0.0089,"Heat shock protein HSP20/alpha crystallin family(AT2G03020)","AT2G03020"
"21539","AT5G41780",9550,-0.0089,"myosin heavy chain-like protein(AT5G41780)","AT5G41780"
"22695","AT5G54080",9557,-0.0089,"homogentisate 1,2-dioxygenase(HGO)","HGO"
"23969","AT5G67360",9871,-0.0089,"Subtilase family protein(ARA12)","ARA12"
"6649","AT2G05300",9832,-0.009,"miscRNA(AT2G05300)","AT2G05300"
"10397","AT3G04480",9531,-0.009,"endoribonuclease(AT3G04480)","AT3G04480"
"11341","AT3G14020",9944,-0.009,"nuclear factor Y, subunit A6(NF-YA6)","NF-YA6"
"11355","AT3G14150",9567,-0.009,"Aldolase-type TIM barrel family protein(HAOX2)","HAOX2"
"11456","AT3G15120",9560,-0.009,"P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT3G15120)","AT3G15120"
"15774","AT4G12730",9593,-0.009,"FASCICLIN-like arabinogalactan 2(FLA2)","FLA2"
"17356","AT4G28700",9524,-0.009,"ammonium transporter 1;4(AMT1;4)","AMT1;4"
"20728","AT5G25940",9568,-0.009,"early nodulin-like protein(AT5G25940)","AT5G25940"
"23736","AT5G65130",6970,-0.009,"Integrase-type DNA-binding superfamily protein(AT5G65130)","AT5G65130"
"1857","AT1G19835",9601,-0.0091,"filament-like protein (DUF869)(AT1G19835)","AT1G19835"
"1947","AT1G20830",9547,-0.0091,"multiple chloroplast division site 1(MCD1)","MCD1"
"2982","AT1G33730",9845,-0.0091,"cytochrome P450, family 76, subfamily C, polypeptide 5(CYP76C5)","CYP76C5"
"5431","AT1G72125",9874,-0.0091,"Major facilitator superfamily protein(AT1G72125)","AT1G72125"
"11590","AT3G16400",9550,-0.0091,"nitrile specifier protein 1(NSP1)","NSP1"
"17393","AT4G29080",9533,-0.0091,"phytochrome-associated protein 2(PAP2)","PAP2"
"21269","AT5G38600",9560,-0.0091,"Proline-rich spliceosome-associated (PSP) family protein / zinc knuckle (CCHC-type) family protein(AT5G38600)","AT5G38600"
"210","AT1G03130",9531,-0.0092,"photosystem I subunit D-2(PSAD-2)","PSAD-2"
"3142","AT1G36430",9586,-0.0092,"hypothetical protein(AT1G36430)","AT1G36430"
"8720","AT2G34710",9846,-0.0092,"Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein(PHB)","PHB"
"10331","AT3G03776",9543,-0.0092,"hydroxyproline-rich glycoprotein family protein(AT3G03776)","AT3G03776"
"11212","AT3G12960",9531,-0.0092,"seed maturation protein(SMP1)","SMP1"
"12420","AT3G25580",9832,-0.0092,"Thioredoxin superfamily protein(AT3G25580)","AT3G25580"
"13139","AT3G45638",9880,-0.0092,"ncRNA(AT3G45638)","AT3G45638"
"15207","AT4G03960",9855,-0.0092,"Phosphotyrosine protein phosphatases superfamily protein(PFA-DSP4)","PFA-DSP4"
"21282","AT5G38780",9844,-0.0092,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT5G38780)","AT5G38780"
"22319","AT5G49700",9543,-0.0092,"Putative AT-hook DNA-binding family protein(AT5G49700)","AT5G49700"
"22955","AT5G56950",9944,-0.0092,"nucleosome assembly protein 1;3(NAP1;3)","NAP1;3"
"5803","AT1G75890",9855,-0.0093,"GDSL-like Lipase/Acylhydrolase superfamily protein(AT1G75890)","AT1G75890"
"9763","AT2G45240",9588,-0.0093,"methionine aminopeptidase 1A(MAP1A)","MAP1A"
"9799","AT2G45610",9598,-0.0093,"alpha/beta-Hydrolases superfamily protein(AT2G45610)","AT2G45610"
"10441","AT3G04900",9586,-0.0093,"Heavy metal transport/detoxification superfamily protein(AT3G04900)","AT3G04900"
"606","AT1G07150",9855,-0.0094,"mitogen-activated protein kinase kinase kinase 13(MAPKKK13)","MAPKKK13"
"1889","AT1G20160",9593,-0.0094,"Subtilisin-like serine endopeptidase family protein(ATSBT5.2)","ATSBT5.2"
"3431","AT1G48450",6970,-0.0094,"alanine-tRNA ligase, putative (DUF760)(AT1G48450)","AT1G48450"
"5904","AT1G76952",9846,-0.0094,"inflorescence deficient in abscission (IDA)-like 5(IDL5)","IDL5"
"5936","AT1G77270",9844,-0.0094,"hypothetical protein(AT1G77270)","AT1G77270"
"6837","AT2G12400",9543,-0.0094,"plasma membrane fusion protein(AT2G12400)","AT2G12400"
"7906","AT2G25900",9844,-0.0094,"Zinc finger C-x8-C-x5-C-x3-H type family protein(ATCTH)","ATCTH"
"19974","AT5G17230",9531,-0.0094,"PHYTOENE SYNTHASE(PSY)","PSY"
"4079","AT1G55720",9522,-0.0095,"vacuolar cation/proton exchanger(CAX6)","CAX6"
"8907","AT2G36650",9557,-0.0095,"CHUP1-like protein(AT2G36650)","AT2G36650"
"14782","AT3G63250",9550,-0.0095,"homocysteine methyltransferase 2(HMT2)","HMT2"
"22321","AT5G49720",9550,-0.0095,"glycosyl hydrolase 9A1(GH9A1)","GH9A1"
"22732","AT5G54540",9568,-0.0095,"Uncharacterized conserved protein (UCP012943)(AT5G54540)","AT5G54540"
"1277","AT1G13940",9593,-0.0096,"T-box transcription factor, putative (DUF863)(AT1G13940)","AT1G13940"
"2732","AT1G30650",9568,-0.0096,"WRKY DNA-binding protein 14(WRKY14)","WRKY14"
"4917","AT1G66780",9845,-0.0096,"MATE efflux family protein(AT1G66780)","AT1G66780"
"10553","AT3G05937",9845,-0.0096,"hypothetical protein(AT3G05937)","AT3G05937"
"11006","AT3G10840",9524,-0.0096,"alpha/beta-Hydrolases superfamily protein(AT3G10840)","AT3G10840"
"11361","AT3G14190",9593,-0.0096,"hypothetical protein(AT3G14190)","AT3G14190"
"11981","AT3G20540",9846,-0.0096,"polymerase gamma 1(POLGAMMA1)","POLGAMMA1"
"14106","AT3G55910",9560,-0.0096,"ADP-ribosylation factor GTPase-activating protein(AT3G55910)","AT3G55910"
"15792","AT4G12917",9522,-0.0096,"ncRNA(AT4G12917)","AT4G12917"
"21932","AT5G45670",9871,-0.0096,"GDSL-like Lipase/Acylhydrolase superfamily protein(AT5G45670)","AT5G45670"
"5390","AT1G71710",9825,-0.0097,"DNAse I-like superfamily protein(AT1G71710)","AT1G71710"
"5888","AT1G76780",9557,-0.0097,"HSP20-like chaperones superfamily protein(AT1G76780)","AT1G76780"
"9167","AT2G39290",9944,-0.0097,"phosphatidylglycerolphosphate synthase 1(PGP1)","PGP1"
"10243","AT3G02870",9819,-0.0097,"Inositol monophosphatase family protein(VTC4)","VTC4"
"18076","AT4G36150",9557,-0.0097,"Disease resistance protein (TIR-NBS-LRR class) family(AT4G36150)","AT4G36150"
"1710","AT1G18340",9550,-0.0098,"basal transcription factor complex subunit-like protein(AT1G18340)","AT1G18340"
"5091","AT1G68500",9874,-0.0098,"hypothetical protein(AT1G68500)","AT1G68500"
"11369","AT3G14260",9846,-0.0098,"LURP-one-like protein (DUF567)(AT3G14260)","AT3G14260"
"11534","AT3G15820",9819,-0.0098,"phosphatidic acid phosphatase-related / PAP2-like protein(ROD1)","ROD1"
"11984","AT3G20560",9874,-0.0098,"PDI-like 5-3(PDIL5-3)","PDIL5-3"
"18515","AT5G01410",9543,-0.0098,"Aldolase-type TIM barrel family protein(RSR4)","RSR4"
"19504","AT5G11910",9557,-0.0098,"alpha/beta-Hydrolases superfamily protein(AT5G11910)","AT5G11910"
"20575","AT5G24190",9874,-0.0098,"Lipase class 3-related protein(AT5G24190)","AT5G24190"
"6159","AT1G79560",9550,-0.0099,"FTSH protease 12(FTSH12)","FTSH12"
"9243","AT2G40030",9533,-0.0099,"nuclear RNA polymerase D1B(NRPD1B)","NRPD1B"
"12176","AT3G22760",9588,-0.0099,"Tesmin/TSO1-like CXC domain-containing protein(SOL1)","SOL1"
"3","AT1G01030",9522,-0.01,"AP2/B3-like transcriptional factor family protein(NGA3)","NGA3"
"893","AT1G10050",9547,-0.01,"glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein(AT1G10050)","AT1G10050"
"1939","AT1G20750",8357,-0.01,"RAD3-like DNA-binding helicase protein(AT1G20750)","AT1G20750"
"3299","AT1G45240",9524,-0.01,"tRNA(AT1G45240)","AT1G45240"
"4670","AT1G64170",9586,-0.01,"cation/H+ exchanger 16(CHX16)","CHX16"
"5645","AT1G74240",9531,-0.01,"Mitochondrial substrate carrier family protein(AT1G74240)","AT1G74240"
"6099","AT1G78950",9588,-0.01,"Terpenoid cyclases family protein(BAS)","BAS"
"6406","AT2G02130",9593,-0.01,"low-molecular-weight cysteine-rich 68(LCR68)","LCR68"
"6500","AT2G03370",9557,-0.01,"O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase-like protein(AT2G03370)","AT2G03370"
"7389","AT2G20250",9587,-0.01,"hypothetical protein(AT2G20250)","AT2G20250"
"7457","AT2G20840",9587,-0.01,"Secretory carrier membrane protein (SCAMP) family protein(SCAMP3)","SCAMP3"
"7644","AT2G22960",6970,-0.01,"alpha/beta-Hydrolases superfamily protein(AT2G22960)","AT2G22960"
"8513","AT2G32530",9601,-0.01,"cellulose synthase-like B3(CSLB03)","CSLB03"
"8910","AT2G36680",9568,-0.01,"Modifier of rudimentary (Mod(r)) protein(AT2G36680)","AT2G36680"
"10391","AT3G04420",6970,-0.01,"NAC domain containing protein 48(NAC048)","NAC048"
"11206","AT3G12915",6970,-0.01,"Ribosomal protein S5/Elongation factor G/III/V family protein(AT3G12915)","AT3G12915"
"11531","AT3G15790",9593,-0.01,"methyl-CPG-binding domain 11(MBD11)","MBD11"
"12482","AT3G26160",9588,-0.01,"cytochrome P450, family 71, subfamily B, polypeptide 17(CYP71B17)","CYP71B17"
"12572","AT3G26990",9531,-0.01,"ENTH/VHS family protein(AT3G26990)","AT3G26990"
"13359","AT3G48130",9567,-0.01,"miscRNA(RSU1)","RSU1"
"14149","AT3G56360",9601,-0.01,"hypothetical protein(AT3G56360)","AT3G56360"
"14593","AT3G61260",9844,-0.01,"Remorin family protein(AT3G61260)","AT3G61260"
"14876","AT4G00630",9518,-0.01,"K+ efflux antiporter 2(KEA2)","KEA2"
"15586","AT4G10600",6970,-0.01,"RING/FYVE/PHD zinc finger superfamily protein(AT4G10600)","AT4G10600"
"15782","AT4G12800",9846,-0.01,"photosystem I subunit l(PSAL)","PSAL"
"18020","AT4G35580",9825,-0.01,"NAC transcription factor-like 9(NTL9)","NTL9"
"18581","AT5G02070",9531,-0.01,"Protein kinase family protein(AT5G02070)","AT5G02070"
"20279","AT5G20300",9526,-0.01,"Avirulence induced gene (AIG1) family protein(Toc90)","Toc90"
"21166","AT5G37350",9557,-0.01,"Serine/threonine-protein kinase Rio1(AT5G37350)","AT5G37350"
"21383","AT5G40090",9832,-0.01,"Disease resistance protein (TIR-NBS class)(AT5G40090)","AT5G40090"
"23456","AT5G62220",9845,-0.01,"glycosyltransferase 18(GT18)","GT18"
"810","AT1G09230",9855,-0.011,"RNA-binding (RRM/RBD/RNP motifs) family protein(AT1G09230)","AT1G09230"
"1271","AT1G13870",9567,-0.011,"KTI12-like, chromatin associated protein(DRL1)","DRL1"
"1345","AT1G14580",9593,-0.011,"C2H2-like zinc finger protein(AT1G14580)","AT1G14580"
"1352","AT1G14642",9845,-0.011,"hypothetical protein(AT1G14642)","AT1G14642"
"1823","AT1G19480",9601,-0.011,"DNA glycosylase superfamily protein(AT1G19480)","AT1G19480"
"1835","AT1G19600",9944,-0.011,"pfkB-like carbohydrate kinase family protein(AT1G19600)","AT1G19600"
"2408","AT1G27045",9871,-0.011,"Homeobox-leucine zipper protein family(ATHB54)","ATHB54"
"2694","AT1G30270",9550,-0.011,"CBL-interacting protein kinase 23(CIPK23)","CIPK23"
"3233","AT1G43910",9526,-0.011,"P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT1G43910)","AT1G43910"
"3788","AT1G52600",9587,-0.011,"Peptidase S24/S26A/S26B/S26C family protein(AT1G52600)","AT1G52600"
"3986","AT1G54710",9560,-0.011,"autophagy 18h-like protein(ATG18H)","ATG18H"
"5547","AT1G73310",9550,-0.011,"serine carboxypeptidase-like 4(scpl4)","scpl4"
"5650","AT1G74290",9557,-0.011,"alpha/beta-Hydrolases superfamily protein(AT1G74290)","AT1G74290"
"5826","AT1G76150",9587,-0.011,"enoyl-CoA hydratase 2(ECH2)","ECH2"
"6284","AT1G80860",9944,-0.011,"phospholipid N-methyltransferase(PLMT)","PLMT"
"6399","AT2G02060",9560,-0.011,"Homeodomain-like superfamily protein(AT2G02060)","AT2G02060"
"6706","AT2G06510",9567,-0.011,"replication protein A 1A(RPA1A)","RPA1A"
"6878","AT2G13600",9584,-0.011,"Pentatricopeptide repeat (PPR) superfamily protein(SLO2)","SLO2"
"6916","AT2G14290",9593,-0.011,"LL-diaminopimelate protein (DUF295)(AT2G14290)","AT2G14290"
"6949","AT2G14890",9588,-0.011,"arabinogalactan protein 9(AGP9)","AGP9"
"6950","AT2G14900",9593,-0.011,"Gibberellin-regulated family protein(AT2G14900)","AT2G14900"
"7589","AT2G22410",9567,-0.011,"SLOW GROWTH 1(SLO1)","SLO1"
"7826","AT2G25060",9567,-0.011,"early nodulin-like protein 14(ENODL14)","ENODL14"
"9315","AT2G40730",9557,-0.011,"kinase family with ARM repeat domain-containing protein(CTEXP)","CTEXP"
"9960","AT2G47200",9557,-0.011,"hypothetical protein(AT2G47200)","AT2G47200"
"10109","AT3G01560",9832,-0.011,"proline-rich receptor-like kinase, putative (DUF1421)(AT3G01560)","AT3G01560"
"10111","AT3G01572",9845,-0.011,"hypothetical protein(AT3G01572)","AT3G01572"
"10672","AT3G07090",9547,-0.011,"PPPDE putative thiol peptidase family protein(AT3G07090)","AT3G07090"
"11145","AT3G12260",9533,-0.011,"LYR family of Fe/S cluster biogenesis protein(AT3G12260)","AT3G12260"
"11373","AT3G14310",9880,-0.011,"pectin methylesterase 3(PME3)","PME3"
"12497","AT3G26310",9944,-0.011,"cytochrome P450, family 71, subfamily B, polypeptide 35(CYP71B35)","CYP71B35"
"12855","AT3G30720",9588,-0.011,"qua-quine starch(QQS)","QQS"
"12922","AT3G42305",9587,-0.011,"hypothetical protein(AT3G42305)","AT3G42305"
